User_screen_name,User_name,Location,Created_at,Followers_count,Friend_count,Favourites_count,Language,Protected,Time_zone,Verified,Statuses_count,Url,Description
YNaija,Y! Online,"ÜT: 6.598744,3.37656",2010-08-01 23:18:56,192312,257,1578,,FALSE,,TRUE,456956,https://t.co/pyo2WzkU6x,Ideas | Issues | Culture - https://t.co/omKvaH8FVc is what the smartest young Nigerians read.
RFI_Ha,RFI Hausa,"Lagos, Nigeria",2010-03-31 8:42:27,136795,255,0,,FALSE,,TRUE,37975,https://t.co/NwJYUqrRyn,Sashen Hausa na @RFI na maraba da ku a shafin Twitter
AkpraiseMedia,Akpraise.com,"Lagos, Nigeria",2012-08-31 11:07:56,310385,248,1773,,FALSE,,TRUE,43234,https://t.co/crB3ZZUeGm,Entertainment/PR. Digital Promotions & Music distribution. 📩 Akpraise@gmail.com  +2348093126814
AkpraiseMedia,Akpraise.com,"Lagos, Nigeria",2012-08-31 11:07:56,310384,248,1773,,FALSE,,TRUE,43234,https://t.co/crB3ZZUeGm,Entertainment/PR. Digital Promotions & Music distribution. 📩 Akpraise@gmail.com  +2348093126814
Metricsafrica,Metricsafrica,Africa,2017-06-21 14:15:04,66394,230,150,,FALSE,,FALSE,8702,https://t.co/3Ci7B9zzO0,"We are a pan-African online news, investment and infotainment platform, daily publishing news and analysis from across Sub-Saharan Africa."
Pepsi_Naija,Pepsi Nigeria,Nigeria,2012-03-22 16:25:21,259983,229,430,,FALSE,,TRUE,5793,https://t.co/LwD8gb9WkN,The Official Pepsi Nigeria Twitter Handle
RaypowerNetwork,RaypowerNetwork,Nigeria,2011-09-11 13:52:46,132795,222,2458,,FALSE,,TRUE,318040,https://t.co/b38jJRUqJh,"A DAAR COMMUNICATIONS COMPANY. NIGERIA's 1ST INDEPENDENT RADIO STATION. Studio lines : 09060007031, 09060007041"
THISDAYLIVE,THISDAY LIVE,Nigeria,2010-02-08 11:57:51,1278758,211,34,,FALSE,,FALSE,109710,http://t.co/X6h5WMzChG,African Views on Global News
NigeriaGov,Government of Nigeria,Federal Capital Territory,2015-04-04 12:07:16,1090792,211,580,,FALSE,,TRUE,48226,https://t.co/EPL2TyGlPO,Follow for the latest from the Federal Government of Nigeria.
TVCNews_Africa,TVC NEWS,"Lagos, Nigeria",2013-03-05 8:36:55,85008,211,10,,FALSE,,FALSE,18776,http://t.co/qm8mvdLWgQ,Africa's First 24/7 News Channel. For Enquiries contact info@tvcnews.tv
edigital247,E-Digital 24,Nigeria,2010-05-30 18:40:27,182698,201,11281,,FALSE,,FALSE,30019,,"Social Media PROMOTER! Hype, Promote Brands, Products, Events, Movies, Music Trends and More!"
channelstv,Channels Television,Nigeria,2010-03-22 14:29:10,3952114,199,4774,,FALSE,,TRUE,140384,https://t.co/eAdxnNhVNj,Channels Television is the thirteen-time winner of the 'Best TV station in Nigeria award' and the most awarded television station in Africa.
AkinwunmiAmbode,Akinwunmi Ambode,Lagos,2014-02-24 12:19:19,1059355,172,253,,FALSE,,TRUE,6680,https://t.co/VjZL27nItz,"Official Twitter account of Mr. Akinwunmi Ambode, Former Governor of Lagos State."
MyFCMB,FCMB,,2012-09-12 16:12:40,134227,171,1504,,FALSE,,TRUE,46507,https://t.co/62qOT2WB7l,"Helping people, businesses and communities thrive since 1982. Follow us to see what we are up to.

Need help? Send a DM or tweet at us for speedy resolution."
sam_adeyemi,Sam Adeyemi,"NG, UK, US",2010-02-23 23:59:56,1050670,160,6770,,FALSE,,TRUE,20498,https://t.co/tzETz72izq,Doctor of Strategic Leadership. Strategic leadership expert.
tvcnewsng,TVC News,"Lagos, Nigeria",2014-08-26 12:14:21,170885,157,8118,,FALSE,,FALSE,82934,https://t.co/tFo9dxXtHv,"This is the Official Twitter handle of TVC News - Nigeria's first 24-hour News Channel. First With Breaking News. Email: tvcnewsnigeria@tvcontinental.tv,"
VictorMoses,Victor Moses,,2012-08-28 15:22:48,1176867,156,58,,FALSE,,TRUE,779,,Professional Footballer
seyiamakinde,Seyi Makinde,"Oyo State, Nigeria",2014-03-30 0:31:13,261077,152,8,,FALSE,,FALSE,4652,https://t.co/JXZYU6qhRK,Governor of Oyo State. Committed to redefining good governance with a focus on people-centred policies. https://t.co/aZ5HMcFPfx
EvaAlordiah,Eva #EnergyGiver,business@evaalordiah.com,2009-05-14 20:51:53,372487,151,4036,,FALSE,,FALSE,63511,https://t.co/eG9N7sn6U0,"💡Writer, Rapper, Speaker.
I aim to Inspire the World with Words that Speak Life! Click Link 👇🏿 for Free Books & Exclusive content"
USinNigeria,U.S. Mission Nigeria,"Abuja, Nigeria",2009-08-27 12:49:22,302616,148,194,,FALSE,,FALSE,11134,https://t.co/AqnNpzxXtu,"Updates from the United States Diplomatic Mission Nigeria.  
Our Social Media Terms of Use: https://t.co/NPnDKR9Z3N"
AccelerateTV,Accelerate,Nigeria,2014-09-02 13:38:13,142438,136,1789,,FALSE,,TRUE,21192,https://t.co/LIeytULPDg,"More than Entertainment. African stories to Educate, Entertain & Empower: https://t.co/kOl6MkiSId / IG: @accelerate_tv /YouTube: https://t.co/Sc2TeVTe1z"
AccelerateTV,Accelerate,Nigeria,2014-09-02 13:38:13,142405,136,1789,,FALSE,,TRUE,21192,https://t.co/LIeytULPDg,"More than Entertainment. African stories to Educate, Entertain & Empower: https://t.co/kOl6MkiSId / IG: @accelerate_tv /YouTube: https://t.co/Sc2TeVTe1z"
PoliceNG,Nigeria Police Force,NIGERIA,2012-01-21 10:47:47,1385113,130,145,,FALSE,,TRUE,10289,https://t.co/V5OEGldYCQ,Official Twitter account of The Nigeria Police Force | Crime News @PoliceNG_News | 24/7 #CustomerService @PoliceNG_CRU
IndependentNGR,Independent Nigeria,"Lagos, Nigeria",2012-03-23 8:30:33,33699,130,277,,FALSE,,FALSE,324630,https://t.co/ORIpIQJ4Qa,"Official Twitter handle of Independent Newspapers Nigeria, the most read newspaper among the business and political elites."
GoalAfrica,Goal Africa,Africa,2012-01-23 20:44:50,120109,127,895,,FALSE,,TRUE,182473,https://t.co/9d2maQgcu8,"One sport, One destination, One obsession."
CocaCola_NG,CocaCola_NG,Nigeria,2012-07-16 11:58:37,171462,119,4029,,FALSE,,TRUE,10279,https://t.co/wSFyM4KDBQ,"The Official Coca-Cola Nigeria Twitter Page
#WearAMask #StaySafe"
SIAmosun,Sen. Ibikunle Amosun,"Ogun State, Nigeria",2010-10-31 20:05:49,121196,112,206,,FALSE,,FALSE,5875,,Immediate Past Governor of Ogun State.
BBNaija,Big Brother Naija,,2016-12-28 13:04:43,811793,110,2872,,FALSE,,TRUE,28607,https://t.co/ENclaWMdES,This is the official Big Brother Naija Twitter handle. Head on over to our website for the latest #BBNaija gist!
BBNaija,Big Brother Naija,,2016-12-28 13:04:43,811627,110,2872,,FALSE,,TRUE,28606,https://t.co/ENclaWMdES,This is the official Big Brother Naija Twitter handle. Head on over to our website for the latest #BBNaija gist!
benmurraybruce,Ben Murray-Bruce,,2014-10-14 9:35:00,1388567,102,586,,FALSE,,TRUE,11267,https://t.co/uISXfPSHvU,"Businessman. Senator representing Bayelsa East (2015-2019). Common Sense Advocate. Founder, Silverbird Group. Author of A Commonsense Revolution."
OnwardNG,Onward Nigeria,onwardng@gmail.com,2010-07-06 20:32:32,92441,95,29,,FALSE,,FALSE,141753,,I am Nigerian! |News•Marketing Communications•|PR|
BBNaijaShow,Big Brother Naija,Nigeria,2016-11-09 10:14:14,35345,95,69,,FALSE,,FALSE,3479,https://t.co/08dxwIBDjm,Everything for Big Brother Naija fans. For more Big Brother Updates visit our website link below.
NTANewsNow,NTA News,"Abuja, Nigeria",2011-03-09 19:11:37,899491,90,6442,,FALSE,,TRUE,77441,http://t.co/5FWEGY8yHU,Official Twitter Account of the Nigerian Television Authority (NTA) - Africa's Largest TV Network.
Tweet_Lord1,TWEET LORD 1 💵💵,"Lagos, Nigeria",2015-12-07 13:19:20,41746,90,13358,,FALSE,,FALSE,6523,https://t.co/JsQ0iOPGqc,#BBNaija updates / GIST TWEETS / GIVEAWAY / I TWEET FOR FUN //// DM IS STRICTLY FOR #PROMOTIONS / #ADVERTS / #BUSINESS / #INVESTOR / #BITCOIN
heisrema,REMA,,2017-05-02 5:36:00,1086319,86,1983,,FALSE,,TRUE,980,https://t.co/RnK7XVm0dJ,remabookings@gmail.com +2348069435763
GistReel,GistReel.Com,Lagos,2012-10-20 0:43:50,241850,86,28,,FALSE,,TRUE,40321,https://t.co/3WBbbUC9L2,"News. Entertainment. Lifestyle. Fashion

Contact us: admin@gistreel.com  | ads: ads@gistreel.com

Whatsapp :- +234-817-997-5099

Subscribe on Youtube 👇"
GistReel,GistReel.Com,Lagos,2012-10-20 0:43:50,241848,86,28,,FALSE,,TRUE,40321,https://t.co/3WBbbUC9L2,"News. Entertainment. Lifestyle. Fashion

Contact us: admin@gistreel.com  | ads: ads@gistreel.com

Whatsapp :- +234-817-997-5099

Subscribe on Youtube 👇"
jimiagbaje,Jimi Agbaje,"Lagos, Nigeria",2012-05-24 22:54:01,116709,86,274,,FALSE,,TRUE,1252,http://t.co/QRK0eykUEg,The Official Account of Jimi Agbaje - Co-managed by his media team. All tweets are from or signed off by Jimi Agbaje.
Postsubman,Postsubman,Postsubman@gmail.com,2017-09-28 15:52:38,79963,84,739,,FALSE,,FALSE,20815,,24/7 Latest Happenings and Entertainment | Send your Questions & stories | Mail for Advert and Awareness Enquiry : Postsubman@gmail.com
officialEFCC,EFCC Nigeria,Nigeria,2013-01-14 10:08:29,963311,80,4970,,FALSE,,TRUE,14907,https://t.co/HhB69ZMBjD,Nigeria's Leading Anti-Graft Agency Charged With The Responsibility of Investigation and Enforcement of All Economic and Financial Crimes Laws in Nigeria. #EFCC
Sterling_Bankng,Sterling Bank Plc,Lagos,2012-05-04 10:22:41,105869,80,2529,,FALSE,,TRUE,25270,https://t.co/YqXSxivRLk,"Africa’s Most AGILE Company. Nigeria’s most DISRUPTIVE Bank. For speedy responses to enquiries & issues resolution, please tweet @sterlinghelp. #NotJustABank"
atiku,Atiku Abubakar,,2010-08-12 14:38:36,3003835,77,705,,FALSE,,TRUE,5924,https://t.co/f17PAlAJTf,"Waziri Adamawa, Businessman, Father and Philanthropist. Former Vice President of Nigeria. Tweets from Atiku are signed -AA."
DAMIADENUGA,Dami’ Adenuga,"Lagos, Nigeria",2010-06-17 7:54:00,109321,76,2254,,FALSE,,FALSE,196688,,Entrepreneur | Project & Business Manager | 📧 damiadenuga6@gmail.com | 📱 +234 810 9373 702
NGRSenate,The Nigerian Senate,"Three Arms Zone, Abuja.",2015-08-25 21:22:21,1066864,72,378,,FALSE,,TRUE,38822,https://t.co/WiJl4YJUuZ,Official Twitter Account of the Senate of the Federal Republic of Nigeria. Managed by the New Media Department of the Senate President.
E29EMENIKE,EMMANUEL C EMENIKE,,2013-06-23 9:52:50,128787,70,5,,FALSE,,FALSE,452,,
InfinixNigeria,Infinix Nigeria,Nigeria,2013-12-10 5:33:38,290998,67,1384,,FALSE,,TRUE,15734,https://t.co/LQeaTE1pao,"Welcome to the official Twitter Page for Infinix Mobile Nigeria. Follow us to get latest updates on your Infinix Phones, promos and many more."
UNIONBANK_NG,Union Bank of Nigeria,"Marina, Lagos, Nigeria",2011-12-05 17:07:20,196060,67,9350,,FALSE,,TRUE,23212,https://t.co/b9LPhrC6V8,We are Nigeria’s most reliable and trusted banking partner. Try our USSD Code: *826#
ChibuikeAmaechi,Chibuike.R. Amaechi,,2009-09-15 14:19:15,395418,65,69,,FALSE,,FALSE,952,https://t.co/VqyWKUesQs,"Chibuike Rotimi Amaechi is Nigeria's Minister of #Transportation. Fmr Governor of Rivers State 2007-2015. Fmr Speaker, Rivers State House of Assembly 1999-2007."
BBNaija2020_,BBNaija 2020,"Lagos, Nigeria",2014-06-28 0:23:25,58684,63,2990,,FALSE,,FALSE,3597,https://t.co/LlHpF1DXl9,Get all the latest Big Brother Naija 2020 Updates. NOTE: This's a Fan account and NOT the official 'Big Brother Naija' Account.
SundayOOliseh,Sunday Oliseh,Website:www.sundayoliseh.tv,2011-01-17 11:07:02,244168,60,306,,FALSE,,TRUE,2775,https://t.co/FBPm5fIDmN,"Dad,Olympic Gold Medalist,AFCON Winner,Ex-Pro.Footballer,Pro-Soccer Coach(Ex-Super Eagles),FIFA TSG Member,Consultant,Love Tennis (Retweets aren't endorsements)"
tundefashola,Babatunde Fashola,"Abuja, Nigeria",2010-06-07 23:49:49,797130,59,10,,FALSE,,TRUE,1887,https://t.co/xc2H0qOeML,"Honourable Minister of Works and Housing, Federal Republic of Nigeria."
FordNigeria,Ford Nigeria,Nigeria,2014-04-10 7:14:52,164760,57,964,,FALSE,,TRUE,1835,http://t.co/guPtgajrHL,The Official Account of Ford Nigeria. Ford stories and product info in Nigeria. Responses by Edgar N [^EN]
realFFK,Femi Fani-Kayode,,2012-06-02 8:43:18,957263,56,5269,,FALSE,,TRUE,26391,https://t.co/xl6u3vGeIz,"Father, Lover of God, Servant of Truth, Voice of the Voiceless, Champion of the Oppressed,  Warrior of Light, Ayanfe Oluwa, Akanda Eniyan, Odum Agu, Odogwu Eze."
ProfOsinbajo,Prof Yemi Osinbajo,,2014-12-10 21:21:27,2801469,55,546,,FALSE,,TRUE,2722,https://t.co/gseQAKGcYO,"Official handle for Professor Yemi Osinbajo, SAN, Nigeria's Vice President. Tweets by him are signed YO"
HQNigerianArmy,Nigerian Army,"Area 7, Garki, Abuja, Nigeria",2013-04-12 9:25:44,962882,55,2046,,FALSE,,TRUE,5311,https://t.co/RrHzQTT64p,Official Twitter Account of the Nigerian Army.
NairaBET,NairaBET,"Lagos, Nigeria",2010-12-02 14:14:16,269512,54,1042,,FALSE,,TRUE,16118,http://t.co/h1w9GV9y9d,NairaBET is Nigeria's first and legal online sports bookmaker. Please contact @nairabethelp for customer complaints.
chikaike,Chika Ike,http://instagram.com/chikaike,2009-04-19 7:57:35,256991,53,165,,FALSE,,TRUE,13416,https://t.co/ZflDuodLhq,"Actress, UN peace Ambassador, CEO Flip Script Ent., CEO Chika Cosmetics, CEO Fancy Nancy Estates."
ShopKonga,Konga Nigeria,Nigeria,2012-05-11 11:23:29,176816,51,3462,,FALSE,,TRUE,80684,https://t.co/q5ixX3PWfr,"Nigeria's Largest Online Mall! Get our shopping app today! For support and inquiry, tweet @kongacare or mail: help@konga.com or call 0708 063 5700"
voahausa,VOA Hausa,"Washington, DC",2010-04-23 14:50:53,219056,50,106,,FALSE,,TRUE,34867,http://t.co/xLVxsFbXVH,Labaran Afirka da Sauran Sassan Duniya da Dumi-Duminsu.
alexiwobi,Alexander Iwobi,,2014-09-02 15:23:12,789575,49,103,,FALSE,,TRUE,919,https://t.co/1t3ntTj5yU,Everton FC & Nigeria. @Nike Athlete. Instagram: Alexanderiwobi. Alex@colourmedigital.com
BBAfrica,Big Brother Africa,,2010-07-15 7:57:49,34397,45,90,,FALSE,,FALSE,29035,https://t.co/MYoJUkWGlo,"Home of Big Brother Africa | Big Brother Naija Fans.  Website : 
https://t.co/UJdHRjT3vL | https://t.co/d7lOAMHlkH"
inecnigeria,INEC Nigeria,Nigeria,2010-12-23 14:43:41,1606849,44,756,,FALSE,,TRUE,16026,http://t.co/mgIxEkILxH,Independent National Electoral Commission Hotline: 0700-CALL-INEC i.e. 070022554632 | Email: iccc@inec.gov.ng | Instagram: http://t.co/tCiR9Wjwra
LekeAlder,Leke Alder,,2010-05-10 16:37:07,437838,42,41,,FALSE,,TRUE,122052,https://t.co/z9aYh4vPeV,They call me beautiful mind. Brand strategy consultant at @alderconsulting. Public speaker. talk2me@lekealder.com
NOTJUSTOK,NOTJUSTOK,"Nigeria, Africa",2009-02-20 23:21:48,343570,42,1513,,FALSE,,FALSE,65109,https://t.co/Sy8LJB2hEy,"""Keep up with your favourite African artists & also for all our original video contents.

Get @MinoMusicApp on iOS App Store & Android Play Store."
GovUmarGanduje,Dr. Ganduje OFR.,"Kano State, Nigeria",2012-09-24 13:13:54,190584,42,196,,FALSE,,FALSE,5612,https://t.co/NQMh3x17Xd,Dr. Abdullahi Umar Ganduje OFR is the Executive Governor of Kano State | Personal tweets are signed - GUG
PastorEAAdeboye,Pastor Adeboye,The Globe,2011-01-08 15:29:59,1300387,39,732,,FALSE,,TRUE,16970,https://t.co/efE8Iws40p,is the General Overseer of RCCG. PhD in Applied Mathematics.1 of Newsweek's 50 most Influential people in the world '08.Married to@PastorFAAdeboye & has 4 Seeds
DangoteGroup,DangoteGroup,"Lagos - Nigeria, West Africa",2010-08-09 12:30:58,270502,39,329,,FALSE,,TRUE,2135,https://t.co/oeNFejaAd8,The most diversified manufacturing conglomerate in Africa.
cossybarbie,Cossy Ojiakor,Nigeria,2011-06-08 6:16:04,84393,39,1793,,FALSE,,FALSE,1342,https://t.co/MEC2dzkKo1,A young lady trying to figure out what life is all about. whatapp:+2348023053120
NGRPresident,Presidency Nigeria,"Federal Capital Territory, Nigeria",2015-01-06 21:25:28,1873460,37,211,,FALSE,,TRUE,13876,https://t.co/FARMQNRTSN,Follow for the latest information from the Presidency of the Federal Republic of Nigeria
BounceNewsNg,Download Bounce App,,2016-11-01 13:11:53,93499,34,521,,FALSE,,TRUE,15240,https://t.co/jVkwksdudx,Bounce brings you everyday stories that matter to YOU. Give yourself the edge with a personalized news feed that is low on data.
TonyOElumelu,"Tony O. Elumelu, CON",Global,2011-04-06 7:40:19,1057752,33,2203,,FALSE,,TRUE,6745,http://t.co/Dkb3xUKKNR,Widely acknowledged as one of Africa's most influential business leaders and philanthropists. Chairman of @Heirs_Holdings and Founder @TonyElumeluFDN
AsiwajuTinubu,Bola Ahmed Tinubu,,2012-02-15 18:36:48,778735,32,26,,FALSE,,FALSE,1673,http://t.co/Zre5Bfh8oC,"Fmr. Governor of Lagos State, Nigeria. Democrat, Advocate of True Federalism and Nationalist. National Leader, All Progressives Congress, APC."
SOUNDCITYtv,SOUNDCITY AFRICA!,AFRICA! #SoundCitizen,2009-04-25 18:48:12,654021,32,3069,,FALSE,,TRUE,51875,https://t.co/5MW4KOCRDu,"The No.1 Music & Lifestyle TV w/ Radio Network. #PoweredByMusic. AVAILABLE EVERYWHERE! TV x RADIO x DIGITAL. Watch on DStv Ch. 327, GoTV Ch. 75 x APP."
npower_ng,N-Power,,2016-05-31 19:14:28,327862,30,1029,,FALSE,,FALSE,15927,https://t.co/7fZnqW87au,This is the Official Account of the Job Creation and Empowerment Initiative of the Social Investment Programme of the Nigerian Government.
UBAGroup,UBA Group,Africa,2009-04-09 7:54:19,704557,29,5910,,FALSE,,TRUE,33124,https://t.co/TXz0Vnxjhu,"Welcome to the official Twitter profile for UBA Group. For immediate support, follow us on UBACFC @UBACares."
ecobank_nigeria,Ecobank Nigeria,Nigeria,2015-12-08 14:28:20,85517,29,1144,,FALSE,,TRUE,45288,https://t.co/iCZsVRrWlf,Upgrade to the new Ecobank Mobile today to enjoy new and exciting features⁣. ⁣Download/Update from the Android playstore or iOS app store.
yabaleftonline,YabaLeftOnline Media,Nigeria,2012-08-20 9:46:29,533982,28,155,,FALSE,,TRUE,55999,https://t.co/NF2jT4mAWZ,News. Entertainment. Celebrities. Viral Contents.  contact@yabaleftonline.ng +2349031713513
yabaleftonline,YabaLeftOnline Media,Nigeria,2012-08-20 9:46:29,533957,28,155,,FALSE,,TRUE,55998,https://t.co/NF2jT4mAWZ,News. Entertainment. Celebrities. Viral Contents.  contact@yabaleftonline.ng +2349031713513
OfficialIdeye,IDEYE BROWN (MON),"Thessaloniki, Greece",2014-02-17 7:13:36,176573,28,83,,FALSE,,TRUE,1228,https://t.co/c8xTj9yYQy,Athlete
houseontherock,House On The Rock,"Lagos, Nigeria",2009-11-29 19:24:58,395771,27,4058,,FALSE,,FALSE,67478,https://t.co/9GP49aV9MX,"Welcome to the official Twitter account of House On The Rock, a vibrant multi-ethnic church that is open to everyone. A home for all…"
MBuhari,Muhammadu Buhari,,2014-12-22 8:56:35,3281077,26,8,,FALSE,,TRUE,4738,,"This is the official account of Muhammadu Buhari, President of Nigeria"
renoomokri,Reno Omokri,Currently on exile.,2011-03-11 15:53:54,802957,25,1957,,FALSE,,TRUE,51177,https://t.co/uI3mAsfifG,Gospeller. #FreeLeahSharibu activist. #BuhariTormentor. Deep thinker. #1 Bestselling Author. Avid Traveler. Hollywood Mag Film Festival Humanitarian of 2019
Asa_official,Asa,,2010-09-08 23:53:26,660812,22,1399,,FALSE,,TRUE,4518,https://t.co/523UknoYyq,Inquiries - j.nwose@taqsimanagement.com
JumiaNigeria,Jumia Nigeria,Nigeria,2012-05-22 13:01:51,275129,22,1086,,FALSE,,TRUE,46525,,"Nigeria's No. 1 Shopping Destination. For customer support, tweet @JumiaNGHelp  or via  https://t.co/htwt0wCF0N.   To order, Call 012772367."
markangelcomedy,Mark Angel Comedy,Nigeria,2015-07-31 11:15:07,90587,21,203,,FALSE,,FALSE,855,https://t.co/le83665uVM,Jokes... Funny Videos... Everything Comedy.
Quickteller,Quickteller,Nigeria,2011-01-18 13:08:54,82333,18,1360,,FALSE,,TRUE,19908,https://t.co/d1jTwPh1AC,"Convenient Recharge, Funds Transfer, Bill Payments & Donations.                  For customer service and support issues, please contact @iswsupport ."
IndomieNigeria,Indomie Noodles,Nigeria,2014-05-24 19:08:51,44213,18,6391,,FALSE,,FALSE,7142,https://t.co/gdQO1UfM80,"Join our delicious family as we experience the sweet, sour and spicy all through the #IndomieInBBN season 🌶"
DailyPostNGR,Daily Post Nigeria,Nigeria,2011-11-15 21:42:32,1092286,15,0,,FALSE,,TRUE,435985,http://t.co/UtPmlOlRfa,"Get the latest Nigerian News and Features at Daily Post Newspaper - National, Politics, Entertainment, Celebrities, Metro, Sports & Opinions."
DailyPostNGR,Daily Post Nigeria,Nigeria,2011-11-15 21:42:32,1092219,15,0,,FALSE,,TRUE,435975,http://t.co/UtPmlOlRfa,"Get the latest Nigerian News and Features at Daily Post Newspaper - National, Politics, Entertainment, Celebrities, Metro, Sports & Opinions."
AAAjimobi,Abiola Ajimobi,"Ibadan, Abuja, Nigeria ",2011-08-08 16:52:13,155210,15,18,,FALSE,,FALSE,4499,https://t.co/bNS7kZHrv9,"Former Governor of Oyo State 2011-2019, Deputy National Chairman of the APC (South) Senator Abiola Ajimobi..."
AlikoDangote,Aliko Dangote,"Lagos, Nigeria",2013-09-24 12:44:55,891139,13,46,,FALSE,,TRUE,142,https://t.co/oeNFeiSYOy,"President, Dangote Group - Passionate about touching the lives of people."
NOIweala,Ngozi Okonjo-Iweala,Global,2011-09-13 10:59:13,1200715,11,161,,FALSE,,TRUE,2761,https://t.co/JxorsIhmhe,"Dr. Ngozi Okonjo-Iweala is Board Chair @Gavi; Board Chair @ARCapacity & 2-time Minister of Finance, Nigeria and former Managing Director Operations World Bank"
fidelitybankplc,Fidelity Bank,Nigeria,2009-07-23 21:59:12,185715,8,2401,,FALSE,,TRUE,50995,https://t.co/CT5VfRarXp,"Welcome to the official page of Fidelity Bank. We are here to make financial services easy and accessible to you. For help, email: True.serve@fidelitybank.ng"
T_Bakare,Pastor Tunde Bakare,,2011-09-26 22:23:46,304370,6,54,,FALSE,,TRUE,1499,https://t.co/okSmshqZ6l,"Official Twitter Page of Pastor Tunde Bakare. On the two wings of the great eagle (Rev. 12:14) |
Facebook; https://t.co/RdwTUsBEMq"
Saka_Stic,Uncle Saka,Nigeria,2012-08-25 7:19:54,170102,6,13,,FALSE,,FALSE,371,https://t.co/82UfZ4NJfU,"Your favorite uncle | Spreading happiness | For Business, Contact: clockworkng@gmail.com"
Saka_Stic,Uncle Saka,Nigeria,2012-08-25 7:19:54,170098,6,13,,FALSE,,FALSE,371,https://t.co/82UfZ4NJfU,"Your favorite uncle | Spreading happiness | For Business, Contact: clockworkng@gmail.com"
bb_naijafan,#Bbnaija,Lagos,2017-01-18 22:49:40,110674,6,30,,FALSE,,FALSE,297,,Get your latest #bbnaija news and nomination here.
SCOANTBJoshua,TB Joshua,"Lagos, Nigeria",2011-12-30 18:21:01,382595,2,85,,FALSE,,FALSE,19084,https://t.co/B6UbkCB6K4,"This is the Official Twitter account for #TBJoshua, The #SCOAN and #EmmanuelTV. Faith sees the invisible, believes the impossible, and receives the incredible!"
dino_melaye,Senator Dino Melaye. (SDM),Abuja,2011-10-25 18:53:09,1888460,1,4890,,FALSE,,FALSE,83772,https://t.co/6Pk3jxP1p6,"Senator of the Federal Republic of Nigeria,  Former member House of Reps, Founder -Anti Corruption network, Democratic evangelist and Private Investigator"
NigeriaNewsdesk,Nigeria Newsdesk,,2009-11-20 10:55:12,1715394,0,81,,FALSE,,TRUE,86873,,Breaking news and current events from around Nigeria and abroad.
todayng,TODAY,,2014-04-14 11:20:09,189847,0,0,,FALSE,,TRUE,80518,https://t.co/ItJLWmqTDq,"Latest news, trends, photos and videos from around Nigeria and world."
